ep_idx,ep_stem,path_type,frame_t,frame_idx,has_bbox,gt_class,cx,cy,area,grounding_any_success,grounding_n_boxes,grounding_phrases,basket_grounding_success,basket_iou,basket_bbox_str,side_phrases,free_text,mentions_basket,mentions_gray,mentions_corridor,mentions_object,text_len
12,episode_260408_154800_target_center_straight_path__core__fixed_center,center_straight,8,8,True,FORWARD,0.5,0.375,0.69629,True,2,gray basket|a white wall,True,0.1302,"[(0.265625, 0.453125, 0.546875, 0.921875)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white air purifier in a room",False,False,False,False,66
12,episode_260408_154800_target_center_straight_path__core__fixed_center,center_straight,13,13,True,FORWARD,0.5,0.4062,0.75684,True,2,gray basket|a white wall,True,0.2839,"[(0.015625, 0.390625, 0.609375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can and a power outlet in a room",False,False,False,False,69
13,episode_260408_154841_target_center_straight_path__core__fixed_center,center_straight,1,1,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a window,True,0.3098,"[(0.421875, 0.484375, 0.578125, 0.703125)]",a window,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a ventilation unit",False,False,False,False,68
13,episode_260408_154841_target_center_straight_path__core__fixed_center,center_straight,6,6,True,FORWARD,0.75,0.5,0.05,True,2,gray basket|a white wall,True,0.0,"[(0.328125, 0.453125, 0.546875, 0.828125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a gray air conditioner.",False,True,False,False,70
13,episode_260408_154841_target_center_straight_path__core__fixed_center,center_straight,10,10,True,FORWARD,0.3438,0.7031,0.19336,True,2,gray basket|a white wall,True,0.6417,"[(0.171875, 0.421875, 0.515625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a power cord plugged into it.",False,False,False,False,72
13,episode_260408_154841_target_center_straight_path__core__fixed_center,center_straight,12,12,True,FORWARD,0.5,0.4062,0.75684,True,2,gray basket|a white wall,True,0.2225,"[(0.015625, 0.421875, 0.515625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can and a power outlet in a hallway.",False,False,True,False,69
13,episode_260408_154841_target_center_straight_path__core__fixed_center,center_straight,13,13,True,FORWARD,0.2188,0.8125,0.13965,True,3,gray basket|a white wall|a power outlet,True,0.4176,"[(0.015625, 0.390625, 0.546875, 0.984375)]",a white wall|a power outlet,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white wall with a white trash can and a white electrical outlet.",False,False,False,False,72
14,episode_260408_154937_target_center_straight_path__core__fixed_center,center_straight,1,1,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a window,True,0.3858,"[(0.421875, 0.453125, 0.578125, 0.703125)]",a window,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a ventilation unit",False,False,False,False,68
14,episode_260408_154937_target_center_straight_path__core__fixed_center,center_straight,6,6,True,FORWARD,0.5,0.3438,0.63574,True,2,gray basket|a white wall,True,0.0967,"[(0.296875, 0.453125, 0.515625, 0.828125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white air conditioner in a room with a white wall and a window",False,False,False,False,73
14,episode_260408_154937_target_center_straight_path__core__fixed_center,center_straight,8,8,True,FORWARD,0.5,0.375,0.69629,True,2,gray basket|a cable,True,0.1317,"[(0.234375, 0.453125, 0.515625, 0.890625)]",a cable,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white air conditioner in a room with a white wall and a black electrical cord.",False,False,False,False,75
14,episode_260408_154937_target_center_straight_path__core__fixed_center,center_straight,9,9,True,FORWARD,0.5,0.375,0.69629,True,2,gray basket|a cable,True,0.1302,"[(0.203125, 0.453125, 0.484375, 0.921875)]",a cable,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a power cord plugged into it.",False,False,False,False,72
14,episode_260408_154937_target_center_straight_path__core__fixed_center,center_straight,12,12,True,FORWARD,0.5,0.4062,0.75684,True,2,gray basket|a white wall,True,0.1979,"[(0.046875, 0.421875, 0.453125, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white wall with a white air conditioner and a black electrical cord plugged into it.",False,False,False,False,75
15,episode_260408_155049_target_center_straight_path__core__fixed_center,center_straight,0,0,True,FORWARD,0.5,0.3281,0.60547,True,2,gray basket|a window,True,0.0565,"[(0.453125, 0.484375, 0.609375, 0.703125)]",a window,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window",False,False,False,False,68
15,episode_260408_155049_target_center_straight_path__core__fixed_center,center_straight,2,2,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a window,True,0.2879,"[(0.453125, 0.484375, 0.609375, 0.734375)]",a window,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a dirty air conditioner in a room with a window",False,False,False,False,69
15,episode_260408_155049_target_center_straight_path__core__fixed_center,center_straight,8,8,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a white wall,True,0.3013,"[(0.390625, 0.453125, 0.640625, 0.859375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a small air conditioner in a room",False,False,False,False,66
15,episode_260408_155049_target_center_straight_path__core__fixed_center,center_straight,10,10,True,FORWARD,0.5,0.375,0.69629,True,2,gray basket|a white wall,True,0.1419,"[(0.390625, 0.453125, 0.703125, 0.953125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white air purifier in a room",False,False,False,False,66
15,episode_260408_155049_target_center_straight_path__core__fixed_center,center_straight,13,13,True,FORWARD,0.5781,0.7031,0.28125,True,2,gray basket|a white wall,True,0.8918,"[(0.328125, 0.421875, 0.828125, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room",False,False,False,False,65
